word;OLD20_m;OLD20_sd;OS;OUP;Language
ehdoton;3,55;,686332741;0;6;FIN
ehdotti;3,3;,801314709;0;6;FIN
ehdotus;3,3;,801314709;0;6;FIN
ehkäisy;4,45;,510417786;0;3;FIN
ehtinyt;3,65;,587142949;0;5;FIN
ehtivät;3,1;,718184846;0;5;FIN
ehtojen;2,85;,366347549;0;4;FIN
eiköhän;4;0;0;3;FIN
eivätkä;3,95;,223606798;0;3;FIN
eletään;3;,72547625;1;3;FIN
eliniän;3,7;,470162346;0;3;FIN
ellistä;2,85;,366347549;0;3;FIN
elokolo;4,15;,587142949;0;5;FIN
elokuun;3,7;,571240571;0;6;FIN
elokuva;3,75;,550119604;0;6;FIN
eläimen;2,95;,686332741;1;7;FIN
eläimet;3,45;,825577947;1;7;FIN
eläimiä;3,4;,680557047;0;6;FIN
elämäni;3,85;,489360485;0;6;FIN
elämään;2,9;,307793506;0;6;FIN
enemmän;3,3;,656946685;0;5;FIN
enempää;3,7;,656946685;0;5;FIN
energia;4,1;,307793506;0;4;FIN
ennakoi;3,8;,410391341;0;5;FIN
ennalta;3,25;,444261658;0;5;FIN
ennuste;3,6;,50262469;0;4;FIN
ensiapu;4,4;,598243042;0;5;FIN
ensiksi;3,2;,695852374;0;5;FIN
entinen;2,8;,523148364;1;5;FIN
entisen;2,65;,670820393;2;7;FIN
entiset;3;,858395075;1;7;FIN
entisiä;2,9;,640723276;1;6;FIN
entistä;2,7;,571240571;1;6;FIN
epäilee;3,75;,550119604;0;6;FIN
epäillä;3,4;,598243042;0;6;FIN
erkkilä;3,65;,670820393;0;3;FIN
eroavat;3,55;,510417786;0;4;FIN
erottaa;2,8;,410391341;0;6;FIN
erottuu;3,45;,686332741;0;6;FIN
eräiden;3,25;,550119604;0;5;FIN
eräiksi;3,5;,688247202;0;5;FIN
eräissä;2,9;,640723276;1;5;FIN
eräässä;3,55;,825577947;1;4;FIN
esimies;3,8;,410391341;0;4;FIN
esineet;3;,561951487;0;4;FIN
esittää;2,55;,510417786;0;4;FIN
espanja;3,95;,223606798;0;3;FIN
esteenä;3,6;,753937035;0;5;FIN
esteitä;3,35;,812727701;1;5;FIN
estettä;3,15;,933302004;1;5;FIN
estävät;2,95;,944513241;1;4;FIN
etelään;3,3;,656946685;0;4;FIN
etenkin;3,55;,604805319;0;4;FIN
etsimme;3,6;,680557047;0;5;FIN
etsivät;3,35;,587142949;0;5;FIN
etteikö;4,05;,686332741;0;5;FIN
ettemme;3,65;,670820393;0;5;FIN
etunimi;4,15;,489360485;0;4;FIN
etusija;3,85;,366347549;0;4;FIN
eurojen;2,55;,510417786;0;5;FIN
eurolla;2,65;,670820393;2;7;FIN
eurolle;2,8;,523148364;1;7;FIN
eurosta;2,75;,444261658;0;5;FIN
eversti;3,9;,307793506;0;2;FIN
finaali;3,95;,223606798;0;2;FIN
foorumi;4,85;,366347549;0;3;FIN
formula;3,65;,489360485;0;4;FIN
forssan;3,5;,606976979;0;4;FIN
frendit;4,1;,911909506;1;2;FIN
grammaa;3,9;,307793506;0;1;FIN
haapala;2,9;,307793506;0;4;FIN
haastaa;2,7;,470162346;0;4;FIN
haetaan;2,2;,523148364;1;3;FIN
haittaa;2,45;,604805319;1;3;FIN
hakanen;2,9;,307793506;0;4;FIN
hakemus;3,45;,686332741;0;5;FIN
hakenut;3,15;,812727701;0;5;FIN
hakevat;2,75;,444261658;0;5;FIN
hakijan;2,75;,550119604;1;7;FIN
hakijat;3;,72547625;1;7;FIN
hallaan;2,8;,410391341;0;5;FIN
hallita;2,8;,410391341;0;5;FIN
halonen;2,2;,695852374;1;4;FIN
haltija;2,95;,223606798;0;5;FIN
haltuun;2,95;,394034463;0;5;FIN
halusin;3,2;,615587011;0;6;FIN
halusta;2,6;,50262469;0;6;FIN
haluttu;2,95;,394034463;0;5;FIN
haminan;3;,458831468;0;4;FIN
hampaat;3,45;,510417786;0;4;FIN
hankala;2,7;,470162346;0;5;FIN
hankkia;2,85;,670820393;1;7;FIN
hankkii;3,5;,76088591;1;7;FIN
hannele;3,8;,523148364;0;5;FIN
hannula;3,05;,686332741;0;5;FIN
hapuilu;3,95;,223606798;0;3;FIN
harkita;2,85;,366347549;0;4;FIN
harmaan;2,5;,606976979;1;4;FIN
harppoi;3,9;,307793506;0;4;FIN
hartaus;2,9;,307793506;0;4;FIN
harvoin;3,3;,571240571;0;4;FIN
hattula;2,85;,366347549;0;3;FIN
hauraan;2,7;,470162346;0;4;FIN
hauskaa;2,8;,523148364;1;7;FIN
hauskat;3,4;,753937035;1;7;FIN
hautala;2,65;,489360485;0;4;FIN
havaita;2,85;,366347549;0;3;FIN
heikkoa;2,85;,366347549;0;5;FIN
heikura;3,7;,571240571;0;5;FIN
heinola;3,3;,571240571;0;4;FIN
heittää;2,4;,598243042;1;4;FIN
helpoin;3,55;,510417786;0;5;FIN
helppoa;3,95;,510417786;0;5;FIN
henkeen;2,95;,223606798;0;5;FIN
henkilö;3,9;,307793506;0;5;FIN
herätti;3,5;,606976979;0;3;FIN
hevonen;2,45;,604805319;1;5;FIN
hevosen;2,85;,74515982;2;7;FIN
hevoset;3,6;,820782682;1;7;FIN
hidasta;2,75;,444261658;0;3;FIN
hiekkaa;2,9;,307793506;0;4;FIN
hienoja;3,15;,87509398;1;4;FIN
hieroja;3,2;,894427191;1;4;FIN
hietala;2,8;,410391341;0;4;FIN
hiihdon;3,75;,550119604;0;3;FIN
hintaan;2,6;,598243042;1;5;FIN
hintoja;2,75;,444261658;0;5;FIN
hirveän;3,7;,470162346;0;3;FIN
hiukset;3,85;,366347549;0;3;FIN
hoitaja;2,7;,656946685;2;6;FIN
hoitava;2,65;,670820393;2;6;FIN
hoitoja;2,7;,571240571;1;6;FIN
hoitoon;3,05;,604805319;0;6;FIN
hollola;3,3;,470162346;0;3;FIN
hotelli;3,55;,510417786;0;3;FIN
huhtala;2,9;,307793506;0;3;FIN
hukassa;2,85;,366347549;0;4;FIN
hukkaan;2,9;,307793506;0;4;FIN
hunajaa;3,65;,489360485;0;3;FIN
huollon;2,85;,670820393;1;7;FIN
huollot;3,3;,864504726;1;7;FIN
huoltaa;2,75;,550119604;1;6;FIN
huoltoa;2,85;,74515982;1;6;FIN
huomaan;2,35;,670820393;1;6;FIN
huomasi;3,3;,864504726;0;6;FIN
huomata;2,8;,410391341;0;6;FIN
huomioi;3,05;,759154655;1;7;FIN
huomion;2,5;,688247202;2;7;FIN
huoneen;2,5;,606976979;1;7;FIN
huoneet;2,65;,74515982;2;7;FIN
huonoja;3;,561951487;0;6;FIN
huonoon;2,7;,470162346;0;6;FIN
huotari;3,15;,670820393;0;4;FIN
huumori;3,65;,489360485;0;3;FIN
hylätty;3,45;,510417786;0;3;FIN
hytönen;3,45;,759154655;1;3;FIN
hyvillä;2,7;,571240571;1;5;FIN
hyvissä;2,75;,786397516;2;6;FIN
hyvistä;2,7;,732695097;2;6;FIN
hyväksi;3,15;,812727701;1;7;FIN
hyväksy;3,35;,87509398;1;7;FIN
hyvälle;3;,917662935;2;7;FIN
hyvällä;2,7;,97872097;3;7;FIN
hyvältä;2,65;,812727701;2;6;FIN
hyvänsä;2,9;,911909506;1;5;FIN
hyvässä;2,65;1,039989878;3;6;FIN
hyvästä;2,5;,827170192;3;6;FIN
hyvönen;3,2;,767771896;1;4;FIN
hyötyjä;3,75;,444261658;0;3;FIN
häiriöt;4,4;,598243042;0;3;FIN
hänelle;2,6;,598243042;1;7;FIN
hänellä;2,45;,759154655;3;7;FIN
häneltä;2,65;,74515982;2;6;FIN
hänestä;2,7;,656946685;2;5;FIN
härmälä;3,7;,470162346;0;3;FIN
höyläsi;4,25;,550119604;0;2;FIN
ideasta;2,9;,307793506;0;4;FIN
ideoita;3,45;,686332741;0;4;FIN
ihailla;3,2;,523148364;0;3;FIN
ihmeitä;3,05;,759154655;1;5;FIN
ihmettä;3,05;,887041208;2;5;FIN
ihminen;2,55;,604805319;1;5;FIN
ihmisen;2,55;,686332741;2;7;FIN
ihmiset;3,15;,87509398;1;7;FIN
ihmisiä;3,1;,788068926;1;6;FIN
ihmistä;2,65;,587142949;1;6;FIN
iisalmi;3,9;,307793506;0;2;FIN
ikkunan;3,5;,76088591;1;7;FIN
ikkunat;3,7;,732695097;1;7;FIN
ikuinen;2,75;,550119604;1;3;FIN
ikäinen;2,65;,670820393;2;3;FIN
illalla;2,9;,307793506;0;5;FIN
illassa;2,65;,587142949;1;5;FIN
ilmassa;2,7;,571240571;1;6;FIN
ilmasto;3,2;,615587011;0;6;FIN
ilmenee;3,65;,489360485;0;5;FIN
ilmesty;3,3;,656946685;0;5;FIN
ilmettä;3;,794719414;1;5;FIN
ilmiötä;3,3;,656946685;0;4;FIN
ilmoita;3,2;,615587011;0;4;FIN
iloinen;2,6;,598243042;1;5;FIN
iloisen;2,65;,587142949;1;6;FIN
iloisia;2,75;,550119604;1;6;FIN
iloista;2,6;,598243042;1;6;FIN
ilojaan;3;0;0;4;FIN
imatran;3,7;,470162346;0;3;FIN
immonen;2,8;,410391341;0;3;FIN
indeksi;3,45;,825577947;0;3;FIN
innokas;3,8;,410391341;0;5;FIN
innolla;3,1;,307793506;0;5;FIN
irlanti;3,8;,695852374;1;2;FIN
islanti;3,75;,716350399;1;3;FIN
isoissa;2,7;,470162346;0;4;FIN
isokatu;3,75;,550119604;0;4;FIN
isommat;3,8;,410391341;0;5;FIN
isompia;3,7;,470162346;0;5;FIN
isotalo;3,75;,444261658;0;4;FIN
istunut;3,35;,670820393;0;5;FIN
istuvat;3,15;,587142949;0;5;FIN
isännän;3,85;,366347549;0;3;FIN
italian;3,6;,50262469;0;3;FIN
itkonen;2,85;,366347549;0;3;FIN
itsekin;3,45;,604805319;0;5;FIN
itselle;3;,324442842;0;5;FIN
itsemme;3,35;,74515982;0;5;FIN
itsensä;3,2;,615587011;0;5;FIN
itsestä;2,95;,223606798;0;5;FIN
itseäni;3,5;,827170192;1;6;FIN
itseäsi;3,35;,87509398;1;6;FIN
itseään;3,25;,716350399;0;6;FIN
itäinen;2,6;,680557047;2;5;FIN
itäisen;2,7;,571240571;1;5;FIN
jaetaan;2,4;,598243042;1;3;FIN
jakavat;2,8;,410391341;0;3;FIN
jalmari;3,85;,366347549;0;4;FIN
jalonen;2,25;,716350399;1;4;FIN
jaoston;3,45;,510417786;0;3;FIN
japanin;3,45;,604805319;0;3;FIN
jatkuva;3,55;,510417786;0;3;FIN
joensuu;4,2;,410391341;0;3;FIN
johanna;3,55;,510417786;0;4;FIN
johtaja;2,7;,656946685;1;6;FIN
johtama;2,75;,638666374;1;6;FIN
johtava;2,55;,759154655;2;6;FIN
johtoon;2,9;,447213595;0;5;FIN
johtuen;2,85;,366347549;0;6;FIN
johtuva;3,15;,87509398;1;6;FIN
joitain;2,7;,571240571;1;3;FIN
jokelan;3,3;,470162346;0;4;FIN
jokinen;2,85;,489360485;1;4;FIN
jokunen;2,9;,447213595;1;4;FIN
jollain;2,8;,615587011;1;5;FIN
jolloin;2,9;,640723276;1;5;FIN
jossain;3,3;,864504726;1;4;FIN
jostain;2,7;,656946685;2;4;FIN
jotakin;3,25;,716350399;0;3;FIN
jouduin;3,4;,598243042;0;4;FIN
joukkoa;3,5;,606976979;0;6;FIN
joukkue;3,85;,489360485;0;6;FIN
jouluna;3,3;,656946685;0;6;FIN
jouluun;3,15;,87509398;1;6;FIN
juhlaan;2,8;,410391341;0;5;FIN
juhlien;2,8;,523148364;1;6;FIN
juhliin;2,85;,489360485;1;6;FIN
jumalaa;3,15;,74515982;1;7;FIN
jumalan;3,25;,716350399;1;7;FIN
junalla;2,8;,410391341;0;4;FIN
juniori;3,8;,523148364;0;4;FIN
juomien;2,7;,470162346;0;4;FIN
juontaa;2,75;,444261658;0;4;FIN
jussila;3,5;,606976979;0;3;FIN
jutella;2,95;,510417786;0;4;FIN
juttuja;3,1;,640723276;1;4;FIN
jutussa;2,8;,410391341;0;4;FIN
juvonen;2,6;,50262469;0;3;FIN
jälkeen;2,7;,571240571;1;4;FIN
jälleen;2,75;,550119604;1;4;FIN
järkevä;3,45;,686332741;0;4;FIN
järvelä;3,7;,571240571;0;4;FIN
jäsenen;2,75;,550119604;1;7;FIN
jäsenet;3,45;,887041208;1;7;FIN
jäseniä;3,45;,887041208;1;6;FIN
jäsentä;2,95;,759154655;1;6;FIN
jätetty;3,4;,753937035;1;7;FIN
jätettä;2,85;,587142949;1;7;FIN
jätteen;2,65;,587142949;1;7;FIN
jätteet;2,95;,686332741;1;7;FIN
jääneen;2,85;,670820393;1;7;FIN
jääneet;2,75;,550119604;1;7;FIN
kaarina;3,25;,550119604;0;3;FIN
kadulla;2,9;,307793506;0;3;FIN
kahteen;2,4;,680557047;2;6;FIN
kahtena;2,95;,223606798;0;6;FIN
kahvila;3;0;0;4;FIN
kaikkea;2,7;,571240571;1;6;FIN
kaikkia;2,75;,550119604;1;6;FIN
kainuun;3,25;,550119604;0;4;FIN
kajaani;3,5;,512989176;0;3;FIN
kalervo;3,65;,587142949;0;5;FIN
kalevan;2,8;,410391341;0;5;FIN
kallion;2,9;,447213595;0;4;FIN
kalojen;2,1;,447213595;1;4;FIN
kalusto;3,2;,523148364;0;4;FIN
kameran;3,2;,615587011;0;3;FIN
kanadan;2,85;,489360485;1;5;FIN
kanavan;2,65;,587142949;1;5;FIN
kanerva;3;,458831468;0;4;FIN
kankaan;2,5;,512989176;0;4;FIN
kannata;2,85;,366347549;0;4;FIN
kanslia;3,15;,489360485;0;4;FIN
kantaja;2,7;,571240571;1;6;FIN
kantava;2,2;,615587011;2;6;FIN
kanteen;2,5;,606976979;1;5;FIN
kantola;2,65;,489360485;0;5;FIN
kaponen;2,4;,680557047;2;4;FIN
kappale;3,45;,686332741;0;5;FIN
kappeli;3,55;,825577947;1;5;FIN
kapseli;3,5;,827170192;1;4;FIN
karaoke;3,8;,410391341;0;4;FIN
karhula;3,05;,394034463;0;4;FIN
karjala;2,85;,366347549;0;4;FIN
kartano;3,4;,598243042;0;4;FIN
kasassa;2,65;,587142949;1;4;FIN
kastike;3,8;,523148364;0;4;FIN
kasvava;2,75;,444261658;0;5;FIN
kasveja;3,1;,718184846;1;5;FIN
kasvien;2,85;,366347549;0;5;FIN
kasvoja;2,75;,550119604;1;5;FIN
kasvuun;3,1;,718184846;0;5;FIN
katettu;2,95;,223606798;0;4;FIN
katolla;2,65;,587142949;1;7;FIN
katolle;3,05;,686332741;1;7;FIN
katsaus;3,05;,223606798;0;5;FIN
katsoen;3,1;,552506251;0;5;FIN
kattava;2,5;,606976979;1;5;FIN
kattoon;3;,458831468;0;5;FIN
katujen;2,75;,444261658;0;4;FIN
kauhava;2,75;,444261658;0;4;FIN
kaukana;2,9;,307793506;0;4;FIN
kauneus;3,6;,50262469;0;5;FIN
kauniin;2,85;,489360485;1;7;FIN
kauniit;3,65;,74515982;1;7;FIN
kauppaa;3,7;,470162346;0;4;FIN
kaverin;3,05;,759154655;1;7;FIN
kaverit;3,3;,801314709;1;7;FIN
kehikko;3,55;,510417786;0;5;FIN
kehitti;3;,72547625;1;6;FIN
kehitys;3,3;,801314709;0;6;FIN
kehotti;3,2;,833508753;1;6;FIN
kehotus;3,25;,850696309;0;6;FIN
keinoin;3,2;,615587011;0;6;FIN
keinoja;3,1;,640723276;0;6;FIN
keisari;3,95;,223606798;0;4;FIN
keittiö;3,3;,656946685;0;4;FIN
kelasta;2,85;,366347549;0;3;FIN
kemissä;2,8;,410391341;0;4;FIN
kempele;3,7;,470162346;0;4;FIN
kemusta;2,85;,366347549;0;4;FIN
kenelle;2,85;,366347549;0;4;FIN
kenties;3,45;,604805319;0;5;FIN
kenttää;2,7;,470162346;0;5;FIN
keravan;2,95;,394034463;0;4;FIN
kerroin;3,2;,523148364;0;4;FIN
kertaan;2,65;,489360485;0;5;FIN
kertoja;2,75;,550119604;1;6;FIN
kertova;3,15;,670820393;1;6;FIN
keränen;2,9;,307793506;0;5;FIN
kerätty;3,3;,656946685;0;5;FIN
kestävä;3,05;,604805319;0;4;FIN
kesäksi;3,25;,716350399;0;6;FIN
kesäkuu;3,8;,523148364;0;6;FIN
kesällä;2,75;,444261658;0;5;FIN
kesästä;2,75;,444261658;0;5;FIN
ketonen;2,5;,512989176;0;3;FIN
keuruun;3,45;,604805319;0;3;FIN
kevyttä;3,2;,695852374;1;4;FIN
kevättä;3;,794719414;1;5;FIN
keväänä;3,7;,571240571;0;5;FIN
kieleen;2,4;,753937035;2;5;FIN
kiellon;3,35;,670820393;0;5;FIN
kielten;2,65;,670820393;1;6;FIN
kieltää;2,75;,550119604;1;6;FIN
kierros;3,7;,571240571;0;5;FIN
kiertää;2,7;,571240571;1;5;FIN
kiihtyy;3,3;,864504726;1;4;FIN
kiinaan;2,95;,223606798;0;5;FIN
kiinteä;3;,324442842;0;5;FIN
kiireen;2,65;,489360485;0;4;FIN
kiittää;2,05;,510417786;1;4;FIN
kimalsi;3,7;,470162346;0;3;FIN
kirjaan;2,65;,489360485;0;6;FIN
kirjata;2,7;,571240571;1;6;FIN
kirjeen;2,6;,680557047;2;7;FIN
kirjeet;3,05;,759154655;1;7;FIN
kirjein;2,9;,718184846;1;6;FIN
kirjoja;2,8;,410391341;0;5;FIN
kirkkoa;2,95;,223606798;0;4;FIN
kisassa;2,7;,571240571;1;4;FIN
kisojen;2,7;,470162346;0;4;FIN
kitisen;2,8;,410391341;0;4;FIN
kittilä;3,55;,604805319;0;4;FIN
kivinen;2,65;,489360485;0;5;FIN
kivistö;3,4;,598243042;0;5;FIN
klikkaa;2,8;,410391341;0;2;FIN
kodissa;2,55;,604805319;1;6;FIN
kodista;2,65;,587142949;1;6;FIN
koetaan;2,3;,656946685;1;3;FIN
kohdata;3,2;,615587011;0;4;FIN
kohtaan;2,4;,680557047;1;6;FIN
kohtalo;3,1;,552506251;0;6;FIN
kohteen;2,4;,680557047;2;7;FIN
kohteet;2,7;,571240571;1;7;FIN
kohtelu;3,3;,732695097;0;6;FIN
koirien;2,75;,444261658;0;4;FIN
koittaa;2,35;,670820393;1;4;FIN
koivula;3;,458831468;0;4;FIN
kokeile;3,3;,732695097;1;7;FIN
kokeilu;3,3;,732695097;1;7;FIN
kokemus;3,15;,670820393;0;5;FIN
kokenut;2,85;,670820393;0;5;FIN
kokevaa;2,75;,550119604;1;7;FIN
kokevat;2,55;,686332741;2;7;FIN
kokivat;2,8;,523148364;1;4;FIN
kokkola;2,85;,489360485;0;4;FIN
kolmeen;2,8;,410391341;0;6;FIN
kolmena;3,2;,523148364;0;6;FIN
kolumni;3,9;,307793506;0;4;FIN
komitea;3,5;,512989176;0;3;FIN
koneita;2,7;,571240571;1;5;FIN
konetta;2,75;,550119604;1;5;FIN
koonnut;3,5;,606976979;0;4;FIN
koostui;3,35;,812727701;1;7;FIN
koostuu;3,25;,786397516;1;7;FIN
kootaan;2,6;,680557047;1;4;FIN
koponen;2,5;,688247202;2;3;FIN
korjata;2,65;,670820393;2;6;FIN
korjaus;3;,794719414;1;6;FIN
korkeaa;2,45;,686332741;1;7;FIN
korkean;2,5;,76088591;2;7;FIN
korkeat;2,6;,680557047;1;7;FIN
korkein;2,6;,598243042;1;6;FIN
korkeus;2,5;,512989176;0;6;FIN
korkoja;2,8;,410391341;0;5;FIN
korosti;3,05;,510417786;0;5;FIN
korotus;2,9;,640723276;0;5;FIN
korpela;2,9;,307793506;0;4;FIN
korsuun;2,95;,394034463;0;4;FIN
korttia;2,95;,223606798;0;4;FIN
korvata;2,65;,587142949;1;6;FIN
korvaus;3,1;,852241626;1;6;FIN
korvina;3,15;,489360485;0;5;FIN
koskaan;2,6;,50262469;0;5;FIN
koskela;2,75;,550119604;1;6;FIN
koskeva;2,7;,571240571;1;6;FIN
koskien;2,65;,489360485;0;5;FIN
kosonen;2,45;,604805319;1;4;FIN
kosteus;3,1;,447213595;0;4;FIN
kotimaa;3,1;,447213595;0;5;FIN
kotinsa;3,2;,615587011;0;5;FIN
kouluja;3;,858395075;1;6;FIN
kouluun;2,8;,695852374;1;6;FIN
kouvola;2,95;,510417786;0;4;FIN
kovalla;2,75;,444261658;0;5;FIN
kovanen;2,85;,366347549;0;5;FIN
kovassa;2,35;,587142949;1;6;FIN
kovasti;2,95;,510417786;0;6;FIN
kreikan;3,65;,670820393;0;6;FIN
kreikka;3,4;,680557047;0;6;FIN
kriisin;3,4;,820782682;1;7;FIN
kriisiä;3,4;,753937035;1;7;FIN
kristus;3,3;,470162346;0;4;FIN
kroatia;3,65;,489360485;0;3;FIN
kukaksi;3,35;,489360485;0;4;FIN
kukinta;3,15;,587142949;0;4;FIN
kukkien;2,85;,366347549;0;4;FIN
kulkeva;2,95;,223606798;0;4;FIN
kulmala;3,05;,394034463;0;4;FIN
kulujen;2,65;,489360485;0;5;FIN
kulunut;3,2;,695852374;0;5;FIN
kulutus;3,45;,686332741;0;5;FIN
kuluvan;2,8;,410391341;0;5;FIN
kumpula;3,5;,512989176;0;3;FIN
kunnian;2,85;,366347549;0;4;FIN
kuntaan;2,15;,366347549;0;5;FIN
kuntien;2,3;,656946685;2;6;FIN
kuntiin;2,35;,587142949;1;6;FIN
kuntoon;2,65;,489360485;0;5;FIN
kuolema;3,3;,470162346;0;5;FIN
kuollut;3,5;,827170192;1;5;FIN
kuopion;2,8;,410391341;0;4;FIN
kuoreen;2,35;,587142949;1;5;FIN
kuorman;2,9;,307793506;0;5;FIN
kurikan;2,85;,366347549;0;6;FIN
kurikka;2,95;,510417786;0;6;FIN
kurissa;2,4;,598243042;1;5;FIN
kuronen;2,4;,50262469;0;4;FIN
kurssia;2,85;,74515982;1;7;FIN
kurssin;2,85;,670820393;1;7;FIN
kurssit;3,6;,940324692;1;7;FIN
kutakin;3,3;,571240571;0;3;FIN
kuullut;3,55;,759154655;1;5;FIN
kuuluja;2,9;,788068926;2;6;FIN
kuuluva;3;,72547625;1;6;FIN
kuumana;3,1;,552506251;0;4;FIN
kuusamo;3,8;,410391341;0;5;FIN
kuusela;2,95;,223606798;0;5;FIN
kuuteen;2,5;,512989176;0;5;FIN
kuution;2,75;,444261658;0;5;FIN
kuvaaja;3;,72547625;1;6;FIN
kuvaava;2,8;,523148364;1;6;FIN
kuvassa;2,15;,74515982;4;6;FIN
kuvasta;2,35;,670820393;2;6;FIN
kuvattu;2,85;,489360485;1;5;FIN
kuvissa;2,35;,74515982;3;6;FIN
kuvista;2,5;,688247202;2;6;FIN
kuvitus;3,25;,550119604;0;5;FIN
kyennyt;3,6;,680557047;0;3;FIN
kykenee;3,6;,50262469;0;3;FIN
kylkeen;2,85;,366347549;0;4;FIN
kylpylä;3,7;,571240571;0;4;FIN
kylässä;3,15;,74515982;1;6;FIN
kylästä;2,8;,523148364;1;6;FIN
kysellä;2,7;,470162346;0;6;FIN
kyselyn;3,6;,820782682;1;7;FIN
kyselyt;3,55;,825577947;1;7;FIN
kysymys;3,5;,606976979;0;5;FIN
kysyntä;3,05;,394034463;0;5;FIN
kysytty;3,5;,606976979;0;5;FIN
kysyvät;3,15;,812727701;1;5;FIN
kyytiin;2,7;,656946685;2;3;FIN
kyöstin;3,45;,686332741;0;3;FIN
kädellä;2,4;,598243042;1;5;FIN
kädessä;2,6;,598243042;1;6;FIN
kädestä;2,6;,598243042;1;6;FIN
käpylän;3,8;,410391341;0;3;FIN
kärkeen;2,65;,489360485;0;3;FIN
käsiksi;3,2;,767771896;0;5;FIN
käsillä;2,6;,50262469;0;5;FIN
käsissä;2,65;,587142949;1;6;FIN
käsistä;2,7;,571240571;1;6;FIN
käsitys;3,25;,550119604;0;5;FIN
kätensä;3,1;,552506251;0;3;FIN
kävelee;3,35;,670820393;0;6;FIN
kävellä;2,55;,604805319;1;6;FIN
kävijät;3,55;,944513241;2;7;FIN
kävijää;3,3;,801314709;1;7;FIN
kävimme;3,65;,489360485;0;5;FIN
kävivät;3,15;,812727701;1;5;FIN
käydään;2,95;,686332741;1;4;FIN
käymään;2,9;,552506251;1;4;FIN
käyneet;2,9;,307793506;0;5;FIN
käynnin;3,25;,638666374;0;5;FIN
käytetä;3,15;,670820393;0;5;FIN
käytiin;2,7;,571240571;1;5;FIN
käyttää;2,2;,695852374;2;6;FIN
käyttöä;2,6;,680557047;2;6;FIN
käytävä;3,1;,788068926;0;5;FIN
käännös;3,5;,827170192;1;5;FIN
kääntyi;3,25;1,019545823;1;7;FIN
kääntyy;3,15;1,039989878;1;7;FIN
kääntyä;2,85;,87509398;2;7;FIN
kääntä�;2,6;,598243042;1;6;FIN
köyhien;3,55;,510417786;0;5;FIN
köyhyys;4,65;,670820393;0;5;FIN
laajaan;2,8;,410391341;0;5;FIN
laajeni;3,7;,571240571;0;5;FIN
laajoja;2,85;,489360485;1;5;FIN
laajuus;3,35;,670820393;0;5;FIN
laakson;3,8;,410391341;0;4;FIN
laatuun;2,95;,604805319;0;4;FIN
laeiksi;3,3;,470162346;0;3;FIN
lahjoja;3;,72547625;1;3;FIN
lainata;2,85;,366347549;0;4;FIN
laisten;2,85;,489360485;1;4;FIN
laitaan;2,2;,410391341;0;5;FIN
laitila;2,75;,444261658;0;5;FIN
laittaa;2,3;,571240571;1;6;FIN
laittoi;2,85;,587142949;0;6;FIN
laituri;3,25;,638666374;0;5;FIN
lapissa;2,8;,410391341;0;4;FIN
lapsena;3,2;,695852374;1;7;FIN
lapseni;3,45;,887041208;1;7;FIN
lapsiin;2,95;,223606798;0;5;FIN
lapsuus;3,35;,670820393;0;5;FIN
laskuun;3,2;,695852374;0;4;FIN
lassila;3,05;,604805319;0;4;FIN
lattian;2,9;,307793506;0;4;FIN
latvala;2,95;,223606798;0;4;FIN
laulaja;3,05;,604805319;1;5;FIN
lauluja;3;,72547625;1;5;FIN
laurila;3,2;,615587011;0;4;FIN
lavalla;2,25;,638666374;2;7;FIN
lavalle;2,65;,587142949;1;7;FIN
legenda;4,55;,510417786;0;3;FIN
lehmien;2,8;,695852374;1;4;FIN
lehteen;2,5;,606976979;1;5;FIN
lehtien;2,6;,753937035;3;5;FIN
lehtola;3,05;,510417786;0;6;FIN
lehtori;3,2;,894427191;1;6;FIN
leikata;3,2;,615587011;0;5;FIN
leikkaa;2,65;,489360485;0;6;FIN
leikkiä;3,05;,686332741;0;6;FIN
leipomo;4,5;,512989176;0;4;FIN
lepistö;3,75;,444261658;0;4;FIN
leppälä;3,8;,695852374;1;4;FIN
levikki;3,55;,604805319;0;3;FIN
lieksan;3,6;,50262469;0;4;FIN
liemien;2,9;,307793506;0;4;FIN
liettua;2,95;,223606798;0;4;FIN
liiaksi;3,3;,571240571;0;4;FIN
liikkua;2,8;,523148364;1;7;FIN
liikkuu;3,55;,759154655;1;7;FIN
liittyi;2,65;,670820393;1;7;FIN
liittyy;2,7;,801314709;1;7;FIN
liittyä;2,5;,76088591;2;7;FIN
liittää;2,15;,670820393;2;6;FIN
liminka;3,8;,410391341;0;3;FIN
lintuja;3,3;,656946685;0;3;FIN
lippuja;3,7;,571240571;0;3;FIN
lisäisi;3,4;,88257995;1;5;FIN
lisäksi;3;,794719414;1;5;FIN
lisätty;3,35;,489360485;0;5;FIN
liukuva;3,55;,510417786;0;4;FIN
liuosta;2,95;,223606798;0;4;FIN
loimaan;2,65;,587142949;1;3;FIN
lokakuu;3,95;,223606798;0;3;FIN
lomalla;2,5;,606976979;1;7;FIN
lomalle;2,7;,656946685;2;7;FIN
lomassa;2,6;,50262469;0;5;FIN
lontoon;3,3;,732695097;0;3;FIN
lopetti;3,4;,598243042;0;4;FIN
loppuun;3,55;,510417786;0;4;FIN
lopuksi;3,4;,680557047;0;5;FIN
lopulla;2,75;,550119604;1;6;FIN
lopulta;3,15;,74515982;1;6;FIN
lopussa;2,7;,470162346;0;5;FIN
